id,cuisine
46722,southern_us
34949,italian
35321,japanese
46430,italian
34431,french
30890,italian
42132,southern_us
15702,japanese
47719,italian
45160,italian
20600,italian
10800,italian
30479,italian
9457,italian
26571,indian
42942,italian
36635,mexican
43617,chinese
16911,mexican
122,mexican
22340,italian
37007,italian
23595,italian
25233,italian
5503,italian
47338,chinese
44695,chinese
7141,italian
14564,italian
19655,italian
35326,mexican
35922,mexican
28171,italian
1322,italian
14923,southern_us
42344,italian
16380,mexican
15233,italian
8338,chinese
41014,italian
30440,mexican
23043,chinese
20788,italian
14375,italian
1184,chinese
34280,italian
46171,southern_us
31834,italian
14759,mexican
15855,italian
6662,italian
15056,italian
34873,italian
20089,italian
20015,italian
18402,italian
6418,italian
1454,italian
14070,japanese
26424,japanese
27349,italian
26459,italian
13151,mexican
12264,italian
18366,chinese
46851,italian
18954,italian
39858,italian
43500,italian
21656,italian
10505,italian
5313,indian
28951,japanese
19961,italian
1795,italian
9917,french
26180,mexican
9726,italian
47689,italian
7866,mexican
41625,italian
35160,italian
4430,italian
39082,irish
46186,indian
11988,italian
24177,vietnamese
31849,italian
41194,italian
36968,mexican
42330,italian
36791,italian
19704,italian
4933,italian
4255,brazilian
37105,italian
35848,mexican
17416,italian
39066,japanese
36270,cajun_creole
24406,italian
20517,spanish
27630,mexican
19670,italian
4685,italian
45260,italian
378,italian
40841,southern_us
27632,japanese
12193,mexican
38047,italian
10170,italian
25043,italian
23851,italian
14743,italian
13294,french
26466,italian
32002,italian
37526,southern_us
8888,italian
38945,italian
38546,italian
38869,italian
10556,italian
3296,italian
25977,mexican
32025,mexican
44087,italian
32762,italian
824,southern_us
44636,italian
542,italian
38218,french
41930,italian
1987,italian
37378,italian
8873,italian
1513,italian
44013,russian
38042,italian
11576,italian
24510,italian
823,italian
23443,italian
34870,indian
3846,mexican
14993,french
16854,mexican
5886,mexican
33793,italian
2999,italian
20843,italian
29153,chinese
33790,italian
16516,italian
37887,french
18466,indian
48033,italian
45404,italian
4175,mexican
31986,italian
38555,indian
26832,italian
19810,italian
49086,italian
39579,italian
25551,italian
42549,italian
22052,mexican
45632,italian
4143,mexican
11310,italian
32839,italian
48171,chinese
22896,italian
10878,french
31643,mexican
47624,chinese
35141,italian
13498,italian
24566,french
16533,french
15437,mexican
19426,italian
32416,mexican
2427,italian
9178,southern_us
40606,italian
28450,japanese
7946,italian
21756,italian
17843,italian
44066,british
7427,italian
11297,british
42965,italian
23067,french
35066,italian
27938,greek
39075,greek
20200,italian
19823,italian
12336,italian
34714,italian
45388,italian
25639,greek
33985,italian
25524,indian
19641,chinese
11106,italian
22165,italian
35412,italian
23475,italian
1570,spanish
12815,french
37253,italian
16900,italian
7701,southern_us
49391,italian
1132,italian
13051,italian
2284,chinese
21410,italian
25604,italian
45746,thai
35911,southern_us
26608,japanese
16991,italian
40657,mexican
47960,italian
38408,italian
1295,italian
40139,italian
38538,italian
26420,italian
10326,southern_us
5181,mexican
18210,italian
3241,brazilian
27062,italian
41527,italian
45484,italian
38755,italian
47246,italian
164,italian
723,italian
299,italian
1519,italian
34077,italian
45254,italian
34760,mexican
11154,thai
26274,italian
15081,italian
45100,mexican
1417,italian
32083,italian
29971,italian
17679,italian
36539,indian
34975,italian
4633,italian
10321,mexican
35565,italian
26919,italian
9549,italian
31863,southern_us
22053,italian
19443,italian
18540,italian
23354,italian
13859,italian
23904,italian
6675,french
18595,southern_us
12967,thai
17283,southern_us
23211,mexican
14358,italian
31398,italian
42650,italian
25258,italian
18457,vietnamese
11810,italian
9499,italian
11943,italian
6810,chinese
34323,italian
23296,korean
45927,italian
45196,french
19917,japanese
20210,italian
41629,chinese
39907,italian
4956,mexican
37058,italian
20859,italian
3315,southern_us
4401,italian
21361,italian
44164,italian
26391,italian
47771,italian
44140,italian
43739,italian
12481,southern_us
12292,thai
15965,indian
23409,italian
39005,italian
2774,italian
14529,chinese
16926,mexican
26890,brazilian
9663,british
43052,italian
24193,italian
5476,italian
10048,italian
1981,mexican
12194,chinese
22202,italian
7626,italian
37365,mexican
44144,italian
37723,italian
47194,mexican
30827,italian
33108,indian
2075,southern_us
6326,italian
11083,mexican
30311,italian
45371,italian
18232,chinese
9768,italian
6648,french
35650,indian
23013,italian
6669,mexican
42670,italian
18155,mexican
44622,chinese
28426,mexican
23743,italian
14176,italian
9576,italian
36577,mexican
16671,italian
22964,italian
16424,italian
47225,italian
17565,italian
36401,filipino
30314,italian
32982,italian
21866,russian
1475,french
13053,italian
33983,italian
24051,brazilian
22800,spanish
16561,italian
2740,italian
219,mexican
48737,italian
2164,italian
13579,italian
71,italian
12420,mexican
35209,italian
11472,italian
43172,chinese
24927,italian
37102,italian
10743,italian
27874,italian
9565,italian
21419,italian
767,italian
28308,italian
37605,italian
9558,italian
31527,italian
2419,italian
7541,italian
11400,greek
23487,filipino
8087,french
21906,italian
48830,mexican
37328,italian
45490,italian
9710,italian
16153,italian
39537,italian
13923,italian
8120,italian
12923,italian
1556,italian
6871,italian
34201,italian
36146,italian
33170,italian
20082,italian
26517,italian
15214,italian
34092,southern_us
40902,southern_us
44452,spanish
2083,italian
44897,mexican
17850,irish
26693,italian
19618,italian
35589,indian
46084,cajun_creole
17256,italian
47570,italian
32796,italian
27047,moroccan
39487,italian
130,thai
17627,cajun_creole
29072,italian
1108,italian
22666,southern_us
41630,southern_us
27289,italian
42299,southern_us
36078,italian
7098,italian
46999,italian
28791,italian
39576,mexican
2447,french
22449,italian
23828,mexican
5660,italian
47460,italian
17912,italian
12288,southern_us
44037,italian
20875,mexican
6500,italian
13813,italian
4907,italian
38186,italian
9816,italian
8170,italian
21681,italian
42384,mexican
35366,italian
34244,indian
35421,mexican
33457,mexican
28026,italian
38122,italian
21362,italian
42253,italian
21994,italian
34457,mexican
40229,french
10181,southern_us
38257,italian
40992,italian
15617,filipino
34754,italian
45459,italian
31295,italian
44977,southern_us
18322,japanese
23257,mexican
10084,italian
16445,indian
10594,italian
26828,italian
47643,italian
49680,italian
27446,italian
8731,italian
37341,indian
42241,japanese
13669,french
21403,italian
688,mexican
23894,italian
35753,italian
44692,italian
235,mexican
20982,italian
10166,mexican
2187,southern_us
5022,thai
49037,italian
44478,french
8912,italian
8919,italian
23856,southern_us
14647,french
48870,italian
14377,mexican
18548,italian
39591,italian
46746,italian
31926,italian
10159,italian
11342,indian
32421,southern_us
19969,italian
3029,southern_us
39565,italian
7426,southern_us
20624,italian
4385,french
18761,italian
46710,italian
46241,italian
14208,italian
29323,italian
40663,italian
32391,mexican
9506,italian
35402,italian
48796,italian
4657,italian
2404,italian
36923,italian
41762,spanish
19344,chinese
19876,italian
39452,italian
19209,italian
35461,italian
5784,mexican
40345,mexican
24765,italian
25563,italian
40680,italian
36932,italian
28106,mexican
12717,mexican
40100,italian
6960,italian
20724,korean
24433,italian
32118,italian
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,southern_us
24073,southern_us
16775,filipino
24732,greek
24221,italian
33300,italian
34971,filipino
19777,italian
24337,italian
24709,italian
28557,italian
8963,french
31515,italian
22575,italian
11011,italian
42030,indian
48012,italian
13623,chinese
49552,mexican
5702,chinese
3847,italian
34221,italian
4312,italian
35834,italian
11849,italian
38290,italian
3064,southern_us
30099,italian
37354,italian
27877,italian
45642,italian
10629,italian
17557,italian
3725,mexican
49507,italian
5560,italian
42239,indian
29559,italian
46028,italian
26523,mexican
28313,chinese
32502,thai
43610,italian
35563,italian
22160,italian
11258,mexican
36220,italian
15974,italian
30449,italian
29676,indian
29951,italian
2268,mexican
36813,italian
28096,italian
40471,italian
6545,italian
33598,italian
22338,italian
41918,thai
2133,mexican
42259,italian
11056,mexican
7034,italian
17040,italian
35238,italian
46155,southern_us
23356,italian
3909,italian
22107,mexican
1656,italian
9302,southern_us
19473,italian
13566,italian
23424,italian
4139,italian
15970,italian
47732,italian
37251,southern_us
44870,italian
9773,italian
2131,southern_us
6381,italian
9613,italian
47364,japanese
34376,italian
26408,italian
4763,italian
18982,mexican
2766,italian
19247,korean
13462,japanese
19678,italian
22814,italian
18582,southern_us
3124,italian
19347,italian
8812,italian
22037,irish
15423,southern_us
35960,italian
49336,italian
1255,mexican
17646,italian
20631,italian
19492,french
22895,italian
18607,italian
34569,italian
48356,spanish
12252,italian
21071,italian
22458,italian
19585,italian
15597,italian
15038,italian
20028,mexican
29764,mexican
17206,italian
40901,mexican
37954,chinese
16933,thai
42657,italian
21846,chinese
33834,italian
25873,italian
5938,italian
34762,mexican
39835,italian
5805,indian
13914,chinese
45924,italian
41460,italian
37287,brazilian
25059,mexican
34872,mexican
7524,thai
10427,italian
8014,italian
14740,italian
24329,italian
38514,thai
12665,chinese
24655,french
7078,italian
15995,italian
15861,italian
30662,mexican
17836,italian
2078,french
3600,filipino
46302,italian
28375,italian
34839,thai
18345,italian
23205,italian
34763,french
26692,russian
10317,vietnamese
11767,italian
36881,italian
33468,chinese
20669,mexican
18159,italian
22891,french
39588,italian
35941,italian
15981,mexican
26013,chinese
5076,italian
1573,italian
39380,italian
13845,southern_us
35146,italian
32924,italian
9567,italian
35203,french
39666,french
17786,italian
21936,italian
8668,chinese
41339,french
32268,italian
29706,italian
42032,jamaican
8105,italian
11218,italian
7159,italian
47817,italian
1572,italian
38720,southern_us
14780,mexican
31839,italian
6501,mexican
39533,southern_us
22820,italian
9619,southern_us
14025,italian
19697,italian
5370,southern_us
32639,italian
15249,italian
47776,greek
48134,brazilian
24141,italian
4117,chinese
20578,italian
47585,italian
20326,brazilian
43932,italian
29704,italian
12447,italian
38117,italian
2684,italian
25371,italian
25518,italian
27083,italian
16073,italian
45667,italian
44188,italian
44888,mexican
41594,moroccan
1061,italian
6536,italian
31586,italian
9792,italian
40395,italian
24861,italian
32253,indian
31082,french
19298,french
6600,japanese
46939,southern_us
6092,southern_us
36600,french
45979,italian
46910,southern_us
14174,italian
10609,mexican
28647,italian
19066,indian
16803,italian
49114,italian
14664,italian
39670,italian
4583,italian
31121,southern_us
12589,jamaican
22551,italian
11817,italian
22003,italian
42091,southern_us
45966,italian
6811,italian
2711,korean
44757,italian
5349,spanish
30294,mexican
48944,italian
44048,italian
411,thai
44998,chinese
18078,italian
48533,italian
16485,italian
32939,italian
11808,italian
23059,italian
16466,italian
7315,italian
13178,italian
2751,italian
41395,mexican
20534,italian
12111,british
38708,southern_us
37481,italian
28048,italian
13123,italian
2174,italian
17190,italian
25756,italian
38180,italian
26892,italian
23757,southern_us
8553,french
36272,italian
35224,italian
5203,italian
23565,southern_us
31420,indian
43491,thai
38773,italian
15223,italian
17763,italian
24528,italian
21704,southern_us
45329,italian
48876,jamaican
3741,italian
47710,italian
9182,italian
13782,italian
3369,korean
11985,italian
39817,italian
26869,italian
37461,indian
24217,italian
2474,italian
45929,italian
12768,italian
924,italian
13258,italian
7955,italian
37056,italian
17934,italian
5843,italian
46881,italian
4049,mexican
24173,southern_us
4683,irish
32612,italian
11314,mexican
13550,mexican
2483,indian
9573,italian
34113,italian
37865,italian
36951,brazilian
4703,italian
10734,italian
40444,mexican
44334,italian
35991,italian
34020,southern_us
3743,italian
18305,italian
7877,french
10606,italian
30584,italian
9266,indian
35196,mexican
41070,french
25930,italian
48564,italian
14213,italian
6618,mexican
18479,italian
10279,italian
30750,french
45701,italian
22947,italian
6467,indian
16365,mexican
7184,italian
23270,mexican
41805,cajun_creole
7537,indian
18616,italian
42857,indian
37906,irish
16846,italian
573,italian
26657,italian
12408,italian
38232,italian
33447,italian
40227,italian
35760,italian
1385,italian
47866,italian
30871,italian
22604,italian
39397,italian
38782,indian
45343,italian
26112,italian
10209,italian
31702,italian
37943,italian
23471,italian
3529,italian
46794,mexican
16626,italian
32361,italian
20932,mexican
11183,indian
33661,italian
12681,mexican
2450,mexican
23979,southern_us
18465,italian
28234,italian
47449,chinese
33869,indian
4924,mexican
18862,italian
30556,italian
35762,british
7396,italian
21232,italian
18299,italian
35468,jamaican
42838,italian
33972,italian
46021,italian
1627,italian
28873,italian
38927,mexican
25262,italian
19152,italian
11061,italian
27000,italian
37396,italian
47358,mexican
47825,italian
24681,italian
37706,italian
44056,cajun_creole
38298,italian
30788,italian
36144,italian
21792,southern_us
31745,mexican
15104,italian
30589,italian
14235,italian
2608,italian
34828,southern_us
3282,french
4336,italian
25666,italian
17831,italian
17008,italian
35845,mexican
19494,southern_us
30797,italian
33763,mexican
19950,italian
23089,italian
32074,italian
49640,italian
8403,chinese
15879,italian
7949,korean
31483,italian
32928,japanese
27647,southern_us
34616,italian
21113,italian
41599,italian
23924,italian
36335,italian
36194,italian
10980,mexican
45999,italian
3943,italian
188,russian
5799,italian
20964,italian
2716,italian
5464,italian
17640,italian
39437,italian
14835,italian
3094,french
14826,italian
30173,italian
37811,italian
22363,korean
6369,italian
26850,italian
48887,italian
44405,italian
21477,mexican
32697,italian
38843,southern_us
20076,italian
26429,italian
35648,thai
41794,italian
22100,italian
30216,italian
17656,filipino
17317,italian
4928,italian
43965,french
6404,british
12274,italian
6651,italian
40406,french
40933,british
23419,mexican
37867,italian
28834,italian
23912,italian
4791,mexican
36354,japanese
32298,italian
44577,japanese
48859,italian
32485,italian
8394,french
7708,italian
38385,italian
22622,italian
29716,italian
44462,italian
9422,mexican
22499,mexican
36,italian
434,italian
5479,mexican
42420,italian
47346,italian
44568,mexican
38650,italian
19191,italian
22848,italian
17886,thai
6036,french
38608,italian
12890,italian
15709,italian
13125,southern_us
48454,italian
36627,italian
47884,italian
28,italian
45365,italian
40795,italian
17651,italian
1530,italian
17604,vietnamese
4700,mexican
24972,italian
23525,mexican
7092,italian
43757,mexican
4808,italian
7249,southern_us
27589,italian
47523,italian
44244,italian
10383,korean
37285,italian
21332,italian
7311,italian
28052,chinese
31653,italian
1740,italian
5484,southern_us
41406,italian
41907,italian
46515,mexican
38392,italian
15925,japanese
5094,italian
31816,italian
35713,italian
31296,italian
41640,italian
22419,italian
47874,italian
6570,italian
6936,italian
34063,italian
34141,italian
44572,italian
28425,italian
38481,mexican
18955,italian
46466,italian
5692,italian
39836,jamaican
33718,moroccan
36250,italian
286,italian
29766,italian
20541,italian
31173,italian
46440,french
23905,irish
37232,italian
8517,italian
21249,italian
32700,southern_us
22845,italian
45461,italian
1307,italian
30010,italian
21646,mexican
28148,italian
26450,mexican
16602,mexican
9928,italian
27063,southern_us
22273,italian
12744,indian
28272,british
30350,italian
23362,southern_us
13645,greek
16942,italian
34970,italian
27829,italian
38058,italian
13256,italian
31859,italian
43027,italian
22235,italian
2933,italian
45981,italian
11460,italian
33770,mexican
24399,italian
8006,italian
48885,italian
42585,moroccan
40160,mexican
45541,italian
22410,italian
26226,italian
4591,italian
5457,moroccan
39085,italian
24040,mexican
6576,italian
34310,italian
27350,mexican
9968,italian
2464,italian
27952,chinese
43388,mexican
33143,british
28083,italian
15927,italian
10255,southern_us
8011,italian
5195,chinese
36015,italian
40910,italian
11309,italian
47556,italian
27958,filipino
27198,italian
643,russian
40853,italian
15815,japanese
2063,italian
19827,italian
33443,italian
44632,korean
26773,italian
3203,irish
32873,italian
24806,italian
45942,spanish
1324,italian
32526,japanese
48093,italian
48942,italian
8845,italian
11546,italian
44358,italian
3209,italian
10553,italian
44430,italian
44712,italian
16351,indian
44644,italian
31670,italian
49147,italian
19750,brazilian
48121,italian
22722,italian
9910,italian
14236,italian
48341,mexican
23190,thai
20362,indian
44794,italian
39419,chinese
13526,italian
42270,italian
37208,italian
33824,italian
29953,italian
16387,southern_us
37672,italian
1868,italian
24984,chinese
47128,italian
44303,italian
20318,italian
7513,italian
13261,italian
19259,italian
31103,italian
24037,italian
29984,southern_us
28159,italian
5318,italian
23962,italian
2084,italian
41793,spanish
18960,italian
17025,italian
15510,italian
36832,japanese
20643,italian
4154,mexican
10510,chinese
45117,italian
43403,italian
42471,italian
6942,italian
33309,italian
6689,italian
48687,italian
9880,italian
25590,italian
21842,italian
27151,italian
565,japanese
21740,italian
42399,italian
35928,italian
47060,italian
43147,indian
16625,italian
16769,italian
12515,italian
14731,italian
11658,italian
49467,vietnamese
19749,italian
39723,italian
5722,italian
31967,italian
39857,italian
16534,italian
27334,italian
32215,italian
34903,italian
24990,italian
31307,moroccan
38874,mexican
24130,italian
27816,chinese
939,italian
38293,italian
7889,cajun_creole
22114,southern_us
24614,italian
48827,italian
3387,italian
41676,italian
3152,mexican
38805,italian
27078,italian
34940,italian
16855,italian
41891,mexican
36715,indian
49455,mexican
26522,italian
28420,italian
329,italian
18986,mexican
31705,french
7402,italian
10212,southern_us
10640,korean
38014,italian
5172,italian
26986,italian
5088,vietnamese
24522,southern_us
1900,italian
4801,italian
27932,italian
30941,italian
42354,mexican
48854,italian
39058,italian
34294,italian
46593,italian
22582,italian
36937,italian
34596,italian
42570,italian
10147,french
44796,italian
46819,italian
30905,italian
34980,italian
49265,italian
37563,italian
25673,italian
14267,italian
32410,italian
26392,italian
27384,italian
43045,italian
22576,mexican
11597,italian
22656,russian
47811,italian
7925,italian
14860,italian
27525,italian
7798,italian
10848,italian
19062,italian
32224,italian
11529,italian
12155,italian
30628,italian
21909,japanese
14291,italian
3323,italian
6502,italian
25833,italian
31108,italian
47484,italian
27396,italian
48147,chinese
10489,mexican
12014,italian
4904,british
36607,italian
12756,mexican
32462,british
42204,vietnamese
246,italian
47061,korean
15908,italian
29572,italian
13458,mexican
14022,southern_us
40437,italian
48136,mexican
17687,italian
48504,brazilian
22857,italian
11465,indian
42107,italian
12514,mexican
46339,italian
8383,italian
27362,italian
38646,italian
44084,italian
12946,italian
11670,italian
34916,italian
2944,italian
33063,italian
26982,italian
2231,italian
5118,indian
28258,southern_us
44113,southern_us
47328,italian
33937,chinese
40399,italian
23562,vietnamese
12787,italian
13992,japanese
38992,italian
45269,italian
15211,italian
34602,mexican
41779,italian
4179,russian
37925,japanese
46161,italian
5512,italian
27845,italian
12024,italian
41072,italian
17911,italian
4237,chinese
40442,italian
15522,mexican
6804,chinese
43807,vietnamese
21647,italian
22758,moroccan
32551,southern_us
20470,mexican
20842,italian
43018,indian
45493,italian
42442,greek
14655,italian
32247,italian
32302,italian
42075,mexican
19949,italian
23352,italian
48549,italian
15053,italian
23490,italian
12080,italian
41992,vietnamese
10618,brazilian
2870,italian
49226,italian
10052,italian
39400,italian
8410,italian
15752,mexican
18854,italian
28448,italian
27260,greek
1083,italian
21430,italian
46343,italian
12493,italian
14251,southern_us
37764,italian
3912,italian
28477,italian
25100,italian
44515,southern_us
36019,italian
44471,italian
27855,indian
47538,southern_us
16954,italian
5730,vietnamese
29892,italian
25581,italian
43708,italian
49152,italian
40984,mexican
13050,italian
15031,spanish
42841,southern_us
16325,southern_us
1866,southern_us
29547,italian
24281,italian
49183,italian
41136,mexican
15790,italian
23832,italian
4231,italian
5306,italian
40103,italian
45908,italian
34333,italian
19999,mexican
9304,korean
11613,italian
30183,italian
14480,italian
26493,chinese
46415,mexican
23012,indian
2981,italian
31371,italian
8119,italian
48376,italian
42957,mexican
18688,french
